source_file,date,time,ticker,side,strike,option_type,expiry,dte,price,bid_ask_range,spot,size,premium,volume,oi,vol_oi,chain_bid_ask,share_eqv,iv_pct,delta,theta,gamma,vega,rho,theo,sector,industry,earnings,rule,contract
SNOW_01.07_240call2026-02-06.txt,2026-01-07,04:57:52,SNOW,ASK,240,call,2026-02-06,30d,$234.29,$8.25 - $8.30,$8.30,194,$161K,277,83,3.34,93%,"8,546",39.56,0.4405,-0.1724,0.0146,0.2694,0.0806,8.30,Technology,Software,49,Repeated Hits,240 call 2026-02-06
SNOW_01.07_240call2026-02-06.txt,2026-01-07,04:42:08,SNOW,ASK,300,put,2026-01-16,9d,$233.07,$64.90 - $69.80,$67.47,150,$1.01M,270,26,10.38,56%,"-14,354",85.34,-0.957,-0.1496,0.0028,0.0353,-0.0796,67.47,Technology,Software,49,,300 put 2026-01-16
SNOW_01.07_240call2026-02-06.txt,2026-01-07,04:42:08,SNOW,ASK,270,put,2026-01-16,9d,$233.07,$35.15 - $40.70,$38.07,50,$190K,61,17,3.59,82%,"-4,503",66.29,-0.9006,-0.2225,0.0068,0.0674,-0.0679,38.07,Technology,Software,49,,270 put 2026-01-16
SNOW_01.07_240call2026-02-06.txt,2026-01-07,04:21:30,SNOW,BID,300,put,2026-01-16,9d,$233.62,$64.90 - $69.80,$64.94,120,$779K,120,26,4.62,100%,"-10,253",129.89,-0.8544,-0.5731,0.0046,0.0884,-0.0738,69.80,Technology,Software,49,,300 put 2026-01-16
SNOW_01.07_240call2026-02-06.txt,2026-01-07,03:35:47,SNOW,BID,240,call,2026-02-13,37d,$231.90,$8.40 - $8.50,$8.40,192,$161K,364,5,72.80,90%,"8,050",39.54,0.4193,-0.1526,0.0132,0.2924,0.0925,8.40,Technology,Software,49,,240 call 2026-02-13
SNOW_01.07_240call2026-02-06.txt,2026-01-07,01:38:04,SNOW,BID,240,call,2026-02-13,37d,$229.85,$7.43 - $7.50,$7.45,134,$100K,169,5,33.80,79%,"5,235",39.12,0.3907,-0.147,0.0132,0.2847,0.0857,7.45,Technology,Software,49,Repeated Hits,240 call 2026-02-13
SNOW_01.07_240call2026-02-06.txt,2026-01-06,04:25:53,SNOW,ASK,270,put,2026-01-16,9d,$224.99,$41.55 - $47.90,$45.08,100,$451K,180,17,10.59,100%,"-9,870",46.32,-0.987,-0.0266,0.0018,0.013,-0.0805,45.08,Technology,Software,49,,270 put 2026-01-16
SNOW_01.07_240call2026-02-06.txt,2026-01-06,04:18:35,SNOW,BID,280,put,2026-01-16,9d,$224.96,$51.75 - $58.80,$54.09,150,$811K,150,148,1.01,100%,"-12,485",118.24,-0.8324,-0.5256,0.0054,0.0979,-0.0742,58.80,Technology,Software,49,,280 put 2026-01-16
SNOW_01.07_240call2026-02-06.txt,2026-01-06,04:18:35,SNOW,ASK,270,put,2026-01-16,9d,$224.96,$41.55 - $47.90,$47.90,80,$383K,80,17,4.71,100%,"-6,747",96.27,-0.8434,-0.4092,0.0064,0.0937,-0.0716,47.90,Technology,Software,49,,270 put 2026-01-16
SNOW_01.07_240call2026-02-06.txt,2026-01-06,03:42:54,SNOW,ASK,110,call,2026-09-18,254d,$224.87,$117.55 - $119.65,$119.65,11,$132K,11,9,1.22,100%,"1,031",69.06,0.9369,-0.0322,0.001,0.2335,0.6384,119.65,Technology,Software,49,,110 call 2026-09-18
